abm_model,llm_model,prompt,Temperature,Epoch,ThreadId,RunId,IsSaved
PovertyPDF,gpt-4o,P5,0.7,5.0,thread_oKxFl16WHmc0zmS9FCxU9015,run_dgr62eJE1Ek807SCTlBZKeAc,True
PovertyPDF,gpt-4o,P5,0.7,6.0,thread_Pbo2RV115T1COzYDlicS3n3I,run_i5N9r5uH4PGQWM6MStF6gaz2,True
PovertyPDF,gpt-4o,P5,0.7,7.0,thread_Pywx8sIgyRB2sdn6XJTgMWsO,run_wSAjeY4o50xfGztWi9PlrreZ,True
PovertyPDF,gpt-4o,P5,0.7,8.0,thread_IzJv228dRE45xlIWGiYP3VMh,run_T24tY3peRmag943SATnuy3rR,True
PovertyPDF,gpt-4o,P5,0.7,9.0,thread_gYYlSDaA35vXDzWSmZ54xPOA,run_bat3svcl1gbuvQvfH944Y1Ti,True
PovertyPDF,gpt-4o,P5,0.9,0.0,thread_DkljcHJ4mlwsu4fu5wDTriyw,run_y0uGjFD5x2E7zVSJYqwBoUep,True
PovertyPDF,gpt-4o,P5,0.9,1.0,thread_yDw54PkDoju6zGbt9ZfPzE98,run_LTHgDEqFOjD4zwxkmxUS0CJD,True
PovertyPDF,gpt-4o,P5,0.9,2.0,thread_qW7snTgtySvvJGOGJS6rNUjr,run_yoN4HMyGtYJfhslbIs6VMBrR,True
PovertyPDF,gpt-4o,P5,0.9,3.0,thread_BTVtAHIB0mY2yLdb8Y9wepOV,run_pXzbg22Q2KcCaDxL6OQTa6GG,True
PovertyPDF,gpt-4o,P5,0.9,4.0,thread_ZRq70kUHnxpYXK10Z6C8PtIF,run_e5kFvsjujA3LjyIQuWhKzjnI,True
PovertyPDF,gpt-4o,P5,0.9,5.0,thread_1MY54iZPrJFKZu5iaXooc3j8,run_FlmmKl5KmFJYHdvJdifscMYr,True
PovertyPDF,gpt-4o,P5,0.9,6.0,thread_tda1pemMA7JwWHfAgjFHxKEq,run_ewQgKyKVbnDCsT0FzdSCk4NY,True
PovertyPDF,gpt-4o,P5,0.9,7.0,thread_fMGNkhF2CjRsqIdmefkM354M,run_RrTtnnKRMoHAe7hDFYj9jY7r,True
PovertyPDF,gpt-4o,P5,0.9,8.0,thread_FHVBd7jWfKRXjqpjkdrbTT7D,run_3Uc60BWw2ct0XxdvqO0XksSk,True
PovertyPDF,gpt-4o,P5,0.9,9.0,thread_LGWXtBWSektEAsin9HhlRul9,run_WRNGx5e8M14COA7wo3u1xZwL,True
PovertyPDF,gpt-4o,P9,0.1,0.0,thread_GDBBthd6ozSvpSdIaS5EqNai,run_EJr1NZ8PzbNL1NIh6djO7dCl,True
PovertyPDF,gpt-4o,P9,0.1,1.0,thread_2OD2OhTq8BLW9P1k5IgrSxPu,run_gW7wxiTLkYuLjr4iGKZlV9z7,True
PovertyPDF,gpt-4o,P9,0.1,2.0,thread_x00wpfYtPuYtjXUD31yVPDpw,run_zXt3eE7LlYIhaLCWcC0YABfp,True
PovertyPDF,gpt-4o,P9,0.1,3.0,thread_OzPhWuGV5ICxWQXHNyr5nopF,run_cLGSo9Thv9MSkwHcEwOGBX7n,True
PovertyPDF,gpt-4o,P9,0.1,4.0,thread_EBJ3AmzlI56VpDPI0QdNy9Ge,run_1iSPyPUT5cHdcBbXZ2MSA5n9,True
PovertyPDF,gpt-4o,P9,0.1,5.0,thread_63xSGFTVinBLT33O6OkYO2a4,run_UvXVPeJIYBTwlaVWyDj1mzLO,True
PovertyPDF,gpt-4o,P9,0.1,6.0,thread_PPG61P1f7HEElmTjhf6MWJfp,run_sxo3m11JbVRUrgxkyI6qKKPJ,True
PovertyPDF,gpt-4o,P9,0.1,7.0,thread_0VHY1gLwYfTah061MqMVEvgF,run_axsgv88TI7FvueYHeYbesTBI,True
PovertyPDF,gpt-4o,P9,0.1,8.0,thread_4ghlRGW99ux5YGWUQW5pqGIg,run_6kC2vkY5H8Cz27hqxlVeCumw,True
PovertyPDF,gpt-4o,P9,0.1,9.0,thread_IvidRtt0mSSJyVpNS0nF2iHd,run_T1k5fVOkAkREkb22bOUSefNa,True
PovertyPDF,gpt-4o,P9,0.3,0.0,thread_AURr6oyQCni14ViThF0fUdBi,run_BzRqpb98gZR0VZrlQMtY27Y2,True
PovertyPDF,gpt-4o,P9,0.3,1.0,thread_9mucJrwdAxBmVdOLBlD4kRyP,run_znFJJ3sxrJxev5At2WKyI92I,True
PovertyPDF,gpt-4o,P9,0.3,2.0,thread_JJHH5lSCBJDazSGrnru33XM2,run_0806CSEXJOS7fBkYwvhFtBEd,True
PovertyPDF,gpt-4o,P9,0.3,3.0,thread_qPeH8wu7f94Dn5DhZmpePfLG,run_YbPTdMBsAxTNBEYsfN5LKsEN,True
PovertyPDF,gpt-4o,P9,0.3,4.0,thread_J62ztab1vDwg3HXUIMSTNoCd,run_U526IBCWXB2CJobZarPSPRh1,True
PovertyPDF,gpt-4o,P9,0.3,5.0,thread_VUTEL9V97uQOvqHf8uIjge5p,run_dIrNxh3ksOfxoqdnazfiHp1T,True
PovertyPDF,gpt-4o,P9,0.3,6.0,thread_1rIExWtDLCwddPW1PkDj5hCi,run_0ZUAkEO5rPMD2VBBZKCbEMXw,True
PovertyPDF,gpt-4o,P9,0.3,7.0,thread_JMaFfMD3JZwYDiin1wJiRidM,run_rN2x86JuNkzwkrCqD34LP0Pw,True
PovertyPDF,gpt-4o,P9,0.3,8.0,thread_ZDzmdmgiBX8RIR64u43jXRYO,run_lqsJBhR8Hv8RkntUufZNwQ9l,True
PovertyPDF,gpt-4o,P9,0.3,9.0,thread_XYS3gDBHJAqTRrEX44b8Fy1p,run_WjwdKeN3tdeFHUEOyCgC6hOK,True
PovertyPDF,gpt-4o,P9,0.5,0.0,thread_KEDY1aoMGpz2wfmTdCX1DDr0,run_aBnQIXR5eNAfScHwLPrrxYwO,True
PovertyPDF,gpt-4o,P9,0.5,1.0,thread_E1S7pMpAJplCKAuIbqjJSS2T,run_EYLiEq8epAvdW3IZnOWgzf2N,True
PovertyPDF,gpt-4o,P9,0.5,2.0,thread_NADRoW0sG8Jg5MtSHIerqctr,run_nMoGEUDR73KvVjP8GgDaa2ZR,True
PovertyPDF,gpt-4o,P9,0.5,3.0,thread_BQQavzGUHOLywCcoyD9BsMUn,run_liXNg9HuzVMUDmU52t6235EO,True
PovertyPDF,gpt-4o,P9,0.5,4.0,thread_HVbEi4MOJnLZ0vVw7zFEFh6i,run_vcJPpPggTSdkuEWWpdvW18Hz,True
PovertyPDF,gpt-4o,P9,0.5,5.0,thread_wsRCSCmf5Cr4SluYnBJFNHYV,run_CEWWPdi79Fu1mL0EaBBokC85,True
PovertyPDF,gpt-4o,P9,0.5,6.0,thread_MxnFqXvLB26rIkJzGRyzENLv,run_hXhG8F41jCcyLtyqfXrjkoAc,True
PovertyPDF,gpt-4o,P9,0.5,7.0,thread_sShhN70tlidjTAxL9WyoyMl0,run_NbARxgxu23PmPE2XPQXnH9IH,True
PovertyPDF,gpt-4o,P9,0.5,8.0,thread_zxNNvACweYILNMlYGundu8Q9,run_xTPiqzNq9Xp3y0xM5mPCYseU,True
PovertyPDF,gpt-4o,P9,0.5,9.0,thread_CjVJmHIjTGLuxy88tCvS32jt,run_zmbxFmAhddJKO761KxJJCiae,True
PovertyPDF,gpt-4o,P9,0.7,0.0,thread_HYNcAEEgmzwrmG85HXOzqhxi,run_fGu02aCtbg8FzNKUmKB8CfuE,True
PovertyPDF,gpt-4o,P9,0.7,1.0,thread_5Axjxo8KjPhPt5FkXraTZs2e,run_8bxiUTrkv0LXU5yjoPQYGn0u,True
PovertyPDF,gpt-4o,P9,0.7,2.0,thread_Q9EXfgtqhrKQ3IuSBHEqIa1Y,run_rjKrnHfmqASa2lWQ1aI52C7x,True
PovertyPDF,gpt-4o,P9,0.7,3.0,thread_1kRluqbB9Y4iykzs0Ez1e2kJ,run_q7niN137Fn3LOHQdlEv19taK,True
PovertyPDF,gpt-4o,P9,0.7,4.0,thread_ZZQOCtg48KQwp2BBL8kAfoer,run_KrYGA45JRJjy3Pijq0TZxYvR,True
PovertyPDF,gpt-4o,P9,0.7,5.0,thread_f1HZh4eIjmQDa7GfoMjC29pu,run_QzKj7m3SQiBJnY4w9DhMcQhX,True
PovertyPDF,gpt-4o,P9,0.7,6.0,thread_R0tPjo7Oqhi9Spx9FFNmxPfG,run_vcVp1Cv9i4MC57BMUz1gtGah,True
PovertyPDF,gpt-4o,P9,0.7,7.0,thread_DYDS7F5tf5WOYYvczIgbiq0G,run_1r0Ve7gIFf0ObWx4X26YgpFL,True
PovertyPDF,gpt-4o,P9,0.7,8.0,thread_KMcbE5ygNBqbBaGXYz94Bx1V,run_PjgSDN6dRO5o0aAhsf5go3pe,True
PovertyPDF,gpt-4o,P9,0.7,9.0,thread_CGEdEag5uzMtHZQZYBOobsaK,run_LEgbrsSHyqzjngSlPmTQd8fV,True
PovertyPDF,gpt-4o,P9,0.9,0.0,thread_1Eck7mHh5vQaUZfTRyMFXalA,run_pJN6wCWEPHtzwiTEi8By9qvW,True
PovertyPDF,gpt-4o,P9,0.9,1.0,thread_4UZsl3EgJFRyzkn7eI6eN2w7,run_FTH8oLa2Hq70gvnRs6ChcmF3,True
PovertyPDF,gpt-4o,P9,0.9,2.0,thread_2ymSCnXmIXRfjJIrxSSML9Hb,run_e4NpjsisugaoCKLvt01O7Gnt,True
PovertyPDF,gpt-4o,P9,0.9,3.0,thread_J8vbH7Wi8TcNyqWSwhvFEuvR,run_XPV9k2c0S9VceX71JalMjhxo,True
PovertyPDF,gpt-4o,P9,0.9,4.0,thread_MyUKorMr5lFHfLGRGOeBID9k,run_k2OQsoGctEx4eXIDlLWlZ08R,True
PovertyPDF,gpt-4o,P9,0.9,5.0,thread_RrRgwbeMp8o8YoUtYI2wCXUH,run_3USjPMKYLbJAWtpllozZCSl6,True
PovertyPDF,gpt-4o,P9,0.9,6.0,thread_ueQjSt3vHHWtFGXEzHicjfi9,run_xWuFcQAJo0L23JwRCLxncIKl,True
PovertyPDF,gpt-4o,P9,0.9,7.0,thread_wiMfSrWoLhQVK2tzqyHSpa8a,run_SiL9f8ihXcABApln5GS3Dr6R,True
PovertyPDF,gpt-4o,P9,0.9,8.0,thread_5eN6LO0Ps1PBbuTzgVXktvKC,run_B06odLKDbM9S3cOJdpErz25f,True
PovertyPDF,gpt-4o,P9,0.9,9.0,thread_RWvcM1AbZ5GuYCjaLaeMDIvs,run_mNOIcey7zZ2mDShqmXg7rfgA,True
TroutPDF,gpt-4o,P1,0.1,0.0,thread_zyr9eOTrpUMmFPQ8KzqJ5GU3,run_ufMuaFynDA7knR4mMvcG3sIE,True
TroutPDF,gpt-4o,P1,0.1,1.0,thread_d500P2XKlr3B0QX74CHrARMI,run_vF7cUy0K3MFRebitdqFGEaO1,True
TroutPDF,gpt-4o,P1,0.1,2.0,thread_8kEsbdOI3mojmOVwZ45DGhdv,run_NsKbc6P1SUND1a1M6RVk0i2f,True
TroutPDF,gpt-4o,P1,0.1,3.0,thread_KslQKpcjDaR1fkd8EwyxeNUu,run_jeEmWlZHveJrZ6sWucny5syO,True
TroutPDF,gpt-4o,P1,0.1,4.0,thread_3H0zQI4W7zy7SVxj7TjETILX,run_iVVWeTovqXR3R1ZJKBKcAkkS,True
TroutPDF,gpt-4o,P1,0.1,5.0,thread_GWEMWmPUUzRpOsHBH2Oz77Fc,run_2ifELkrfJFV8El1hCE1zbxLw,True
TroutPDF,gpt-4o,P1,0.1,6.0,thread_UJpPvknDc7NsqL3Rws1eZtOY,run_WxauIjQmZDsDjbg12AWZyRdu,True
TroutPDF,gpt-4o,P1,0.1,7.0,thread_VcwWiWePuZCmVodmOzwUzaGV,run_kt1ShIwL5ikkvFU4tHeCYVQ5,True
TroutPDF,gpt-4o,P1,0.1,8.0,thread_hELA5FQZSl2uXIEqO8Nr8V0U,run_u3eMgsufKzKtJdhFscTc4jbS,True
TroutPDF,gpt-4o,P1,0.1,9.0,thread_MC1oU5795C2mB032NWtxgYWB,run_y5wQ9bVaHglHTtgrzzV8QA9z,True
TroutPDF,gpt-4o,P1,0.3,0.0,thread_w3LwUdLyhvtk7MU6lPOrTEQL,run_Vf9CbTqkpAJhNZZ2jNPk3POA,True
TroutPDF,gpt-4o,P1,0.3,1.0,thread_MliBdzAlBVLIvSFznZxHUV9m,run_6WC6CsPRtDXqaRog3CeWwtWz,True
TroutPDF,gpt-4o,P1,0.3,2.0,thread_7q3Nlg28bXiBbofl7Nte5D6O,run_UInWy5zr9Orm224Yf4FA1kXR,True
TroutPDF,gpt-4o,P1,0.3,3.0,thread_EI5GupHcFOwtuTkTW8Mxpxgb,run_00msRLGqBN09gbZJXqMIjxJD,True
TroutPDF,gpt-4o,P1,0.3,4.0,thread_nIeXQt8CvgLoUi5fz1mD5Xdl,run_KjhCHVLvS8wQWmXdB0aeh1cv,True
TroutPDF,gpt-4o,P1,0.3,5.0,thread_StOhWMJxpHRAzvr01VkRLt0K,run_esYpEOs3Z9zUM9VRx3z3NUve,True
TroutPDF,gpt-4o,P1,0.3,6.0,thread_D5S4Rd8WP3LkdGnSBzWjvokt,run_FvFZEzWsbDbHXfjVdCjC3P4t,True
TroutPDF,gpt-4o,P1,0.3,7.0,thread_LeIRJjOP6ot5mXwEpE5vuPwp,run_FH0Rekoqtqmlr0JVhlSnfKSY,True
TroutPDF,gpt-4o,P1,0.3,8.0,thread_tnILj6bmrmmpcukxszl2LZqP,run_62pDcUZ3dbXXBhCl3CNQ5PF2,True
TroutPDF,gpt-4o,P1,0.3,9.0,thread_1wUBs8XzAi7fB2EkgOTVc17Q,run_xQQSpyOtaNPK6xVQySUIoW7D,True
TroutPDF,gpt-4o,P1,0.5,0.0,thread_os4ErQ0QNzT6XWeiOLC3mSvL,run_dfZ0bWESaXfTv06DJHf2rdVm,True
TroutPDF,gpt-4o,P1,0.5,1.0,thread_1bguryCtQ5y4llXoFN9kYCeH,run_wlH3gLT1v3dlFANWn9DaPNbH,True
TroutPDF,gpt-4o,P1,0.5,2.0,thread_RwT1VFsb0iitTsupEaI4vh2o,run_7jRuXnx8BobXuCHCdwQUFeTL,True
TroutPDF,gpt-4o,P1,0.5,3.0,thread_1iLaKxdT9fUOaLnyh5xhdKno,run_6KlqSLUFZnM14tbMGEoYoDXC,True
TroutPDF,gpt-4o,P1,0.5,4.0,thread_pTrXOnZPEifZLYNQ6eaglfoQ,run_eAPDFgttcWnZdOLCZ6FYqRZ6,True
TroutPDF,gpt-4o,P1,0.5,5.0,thread_LlNONWKlw8Ztg9uKAvbSJO3s,run_lMyfr2FDSbZh9eFpvf003Z7F,True
TroutPDF,gpt-4o,P1,0.5,6.0,thread_0ELUPfJccQFlcW6a6nJac1gm,run_ChAwFe7CwPCKHCEWDeI0o0dn,True
TroutPDF,gpt-4o,P1,0.5,7.0,thread_axLZJBBUdwWfcPZIxIcJHyK3,run_SAxAsCFNVFDmJabwHZZ6xmbW,True
TroutPDF,gpt-4o,P1,0.5,8.0,thread_NvGA0S8aco8TwbyoMtKcEaiu,run_sMxr1UgBHnW9VudUvrd5qySc,True
TroutPDF,gpt-4o,P1,0.5,9.0,thread_dC9LYvwTV32nU0nmnP0pIJiq,run_y9tFhdKJdLZgkYhiH1IreKDp,True
TroutPDF,gpt-4o,P1,0.7,0.0,thread_5eJr3e5DXr2TvF06ok0HowPn,run_aNaNleRYGplP1FtMQFZiJL1e,True
TroutPDF,gpt-4o,P1,0.7,1.0,thread_BPRY9mcjPtG7aJC7qohSlbh2,run_iy3OPhZ3i20JAD7FsbjjnsSh,True
TroutPDF,gpt-4o,P1,0.7,2.0,thread_NC2mWJsZ0vcD66MBtizJfawM,run_JCU2S3k1vJNq8w9naQT0vfPj,True
TroutPDF,gpt-4o,P1,0.7,3.0,thread_cCvO8wZV2LCm9TfG2l3Krcpt,run_xJzr6nzsNoxAGDtXAmY2CQCB,True
TroutPDF,gpt-4o,P1,0.7,4.0,thread_hx7h9dGJlPTzEERZImqcsNCA,run_K8vwttMklJY1zU3i5ISAC7zF,True
TroutPDF,gpt-4o,P1,0.7,5.0,thread_Ubj7pAHFmmrP1BhgCkpIHQiC,run_AO2Y43ZdOVgalx7RLVAEPUV9,True
TroutPDF,gpt-4o,P1,0.7,6.0,thread_RPizgso8XNYQ4ibCre5Kkbaa,run_9okfaexD006uPIf3rH5elWkl,True
TroutPDF,gpt-4o,P1,0.7,7.0,thread_YDzj1SyA7FocUF0d65sgMzBK,run_luDLYRcOEPidnrLMWYV2KxHS,True
TroutPDF,gpt-4o,P1,0.7,8.0,thread_0UYP63aurbQuaN6zFGHOO6LS,run_GfTIK0HWd3IEvYNHU4SQUWLc,True
TroutPDF,gpt-4o,P1,0.7,9.0,thread_MkcwoaAln59AooMYKYcVxxUz,run_06w71u6S2JLN3HZQTC14q7Cp,True
TroutPDF,gpt-4o,P1,0.9,0.0,thread_OEZ1vWTLlslHVG3wZfDlllEM,run_uel0o3CyF5mx8MNEwsVPZdsM,True
TroutPDF,gpt-4o,P1,0.9,1.0,thread_h56OXjyGgvCWkvrhqHDMrwQW,run_8MV8vWC3XQaEtIP3SgAJ13b5,True
TroutPDF,gpt-4o,P1,0.9,2.0,thread_J0WX61NL7gEa9oX8Py0lEtZF,run_qUgnn5d6fqB8Hq6BT9gyXQxB,True
TroutPDF,gpt-4o,P1,0.9,3.0,thread_0Af4VizPfLUTkDMuojGHSvdS,run_BvvUeolAJYpOCsjDe5CENMSO,True
TroutPDF,gpt-4o,P1,0.9,4.0,thread_mWck42RT9mQvwGzHFPUguRK5,run_IpSLsHROQTCVT7MUsDVgTyUk,True
TroutPDF,gpt-4o,P1,0.9,5.0,thread_KSsa92sRUOS2bgOnGuPYebGK,run_J2LioAAuDlWhphozJcv0A6at,True
TroutPDF,gpt-4o,P1,0.9,6.0,thread_ZbfvvzaEb0YSAfQyVxWaFEiC,run_Riw39Axiwv4KGihQ31Jechph,True
TroutPDF,gpt-4o,P1,0.9,7.0,thread_VI0Au8x4tCV6i4XsJ834Yvt8,run_yHaYHJfD4G96eE1Xp56kMxHi,True
TroutPDF,gpt-4o,P1,0.9,8.0,thread_vKZxDbbuVm0OHkovetMM6XhI,run_5hAeszBohGYa6pGLk8U7gP0u,True
TroutPDF,gpt-4o,P1,0.9,9.0,thread_F0EM4pH27oOjYVBTXGX0bIPJ,run_EtDcPSElOyBWYhG2736EgFeb,True
TroutPDF,gpt-4o,P2,0.1,0.0,thread_Ha2KOgCwJinPmmtujHjgy0L0,run_RPZECSg2Jhs9BbA0Z2X9M2gb,True
TroutPDF,gpt-4o,P2,0.1,1.0,thread_uRyXQWBwt4jqpHhdJjZfuvtR,run_rRaMISMf20ojtGgSYSgth6Nl,True
TroutPDF,gpt-4o,P2,0.1,2.0,thread_WeedHU9eS1iqbME0hmSAyX0d,run_oS7KMrw1R8ctZRcz2T4g8alg,True
TroutPDF,gpt-4o,P2,0.1,3.0,thread_MBDl6z3IJDZ0HiyELShz2oeL,run_vXEHV2kLj3VdVJuUd9HNOwRY,True
TroutPDF,gpt-4o,P2,0.1,4.0,thread_46JpAQaOpREZj0ELt9ZQlPq8,run_acDGiRw7OJvfgsbmTSUIP4V8,True
TroutPDF,gpt-4o,P2,0.1,5.0,thread_xRqax8YgfUD0yKW7oev3A9BZ,run_FZ4n2AoSwS8tuVxXuIZd3FFi,True
TroutPDF,gpt-4o,P2,0.1,6.0,thread_qGyH1JAcrxFDox4vwWEO99nU,run_qkLgGpghf7nWGKZKJ0iNqbwp,True
TroutPDF,gpt-4o,P2,0.1,7.0,thread_C3fRlcStx61FKooNURnfJsKW,run_kwK3NsLpjJHkzgHxueNtrKbP,True
TroutPDF,gpt-4o,P2,0.1,8.0,thread_nOhJZrBPfgg0VxA9puk6nm7c,run_JYgcffMh7t7NWoSD9aknsgCa,True
TroutPDF,gpt-4o,P2,0.1,9.0,thread_RKj2cNcUls1LJNVDPdo3BQT1,run_Yyz3qGPs2biCtO2z9rq0gJzt,True
TroutPDF,gpt-4o,P2,0.3,0.0,thread_EaB8BRUCdJx6WbEreTV0mRzz,run_mfkiGm188fsYz5h1t9VwHyp4,True
TroutPDF,gpt-4o,P2,0.3,1.0,thread_B1aL6dV5CmorEAzDmotfYZ0s,run_0BrK8ZHOqI3QR62G0UKSWUlv,True
TroutPDF,gpt-4o,P2,0.3,2.0,thread_a3lTRa1Ixlq0rcKBR8qm4edS,run_ABQMgJ1zgJsvJIf1YTj1BRMo,True
TroutPDF,gpt-4o,P2,0.3,3.0,thread_EVSBpgusNP05bHzLeZW4momW,run_YU5eO35dq4c4b9RZF9xdloDM,True
TroutPDF,gpt-4o,P2,0.3,4.0,thread_TsPQ0sZDPYW5PsDIrMrxMpH7,run_RZ9vlRWJb6xqjBbz1QK410gm,True
TroutPDF,gpt-4o,P2,0.3,5.0,thread_d5N9hgrogGJj2MiC1l0zfuQt,run_ChnkH7GkIZMROi6JRrQQRQmW,True
TroutPDF,gpt-4o,P2,0.3,6.0,thread_ZyeqEVHQt0ASWN0ICLYUkBi1,run_JyCRBWoinEHxDijvFjcWkI9Q,True
TroutPDF,gpt-4o,P2,0.3,7.0,thread_ufuw1PnrC80ykXTj91jkW3G2,run_ae4o9x2lyLZhvZHvUOvbkGQ8,True
TroutPDF,gpt-4o,P2,0.3,8.0,thread_AztrtnawZBh7ZstpWvVyBrDB,run_bN8sIfmXr7M3uKcJOPf7TEMB,True
TroutPDF,gpt-4o,P2,0.3,9.0,thread_tSA0ljxhfSOuwxFbdoFmf01w,run_QKuVoI9yDTjkSWjUsOEaT0Ov,True
TroutPDF,gpt-4o,P2,0.5,0.0,thread_IwxccaHKEgKxqXi8lESiUQU9,run_J8FmeHnejX0T7vJuJpHWSzLK,True
TroutPDF,gpt-4o,P2,0.5,1.0,thread_iTwNUnGKdV4RRv8Pl3IlFGkC,run_qj0tatWB56OVLCdWaGZajKGS,True
TroutPDF,gpt-4o,P2,0.5,2.0,thread_Xs6bhZ0OGPkJafQDEfwFYhnX,run_zwnLeM617dHRwx1LN0lWLbcl,True
TroutPDF,gpt-4o,P2,0.5,3.0,thread_NgsaSFhfZB6Bp6m390KUQlD5,run_IQ6bxk8NBPAiUc5VI87MBnT3,True
TroutPDF,gpt-4o,P2,0.5,4.0,thread_042itdpV3bG0fDmfzPiHr6rU,run_cwDCtfoViGrWNbQtZuUYY38x,True
TroutPDF,gpt-4o,P2,0.5,5.0,thread_UAiUXztLgBxIMUeEkmEXZMgg,run_PkOpuBFYHPhSn1r6yke4B3IS,True
TroutPDF,gpt-4o,P2,0.5,6.0,thread_UEWkVpUInqFsXFO8ZnPZh6gU,run_aOnxamM5UQYIzu8MyvEfGgkl,True
TroutPDF,gpt-4o,P2,0.5,7.0,thread_TSnONBplbOmSlxa2TbVxO6DR,run_wljkgQrdZM8q1XOoqoxkAcAb,True
TroutPDF,gpt-4o,P2,0.5,8.0,thread_mP5QwNlR6pdHhK29pyIKTQ9Z,run_QKwWPgunwOzZvuo8Wq7KCruS,True
TroutPDF,gpt-4o,P2,0.5,9.0,thread_EiJc0Nbr5WyYTrROes1bel63,run_x95uFHWcXcBsACiiIAIJuzVU,True
TroutPDF,gpt-4o,P2,0.7,0.0,thread_JgpAN7BKbkjAHrpFMH7Bt1Fg,run_A0AJjwkx9CNiGOErIyPrzwEw,True
TroutPDF,gpt-4o,P2,0.7,1.0,thread_k9kzZKLtMEo58loff1jDhzdq,run_qf9vedOlhGUyTYtCfECQgij7,True
TroutPDF,gpt-4o,P2,0.7,2.0,thread_aIvqOSGtxEsGxPi2guwSWTJ5,run_hEcv6DF8Uqzgof9pIREHV2Jh,True
TroutPDF,gpt-4o,P2,0.7,3.0,thread_RQm1o1zwFy9vhFmfv6KiGKV5,run_8j6NheWYN6wmaZKoKxJli2rH,True
TroutPDF,gpt-4o,P2,0.7,4.0,thread_14OxM1V6RfA65vk5aMeygWAN,run_igkRYYDvU4JGkYMcepUu8YUY,True
TroutPDF,gpt-4o,P2,0.7,5.0,thread_mALLrq7Zz7FDllRgxFYQShXX,run_5FKyODg9I0jGQt0kExPeMk8R,True
TroutPDF,gpt-4o,P2,0.7,6.0,thread_0NkQCpesB8igaIwRDqn5tK7G,run_GVomF9KySZXmioMA0PMcMTmN,True
TroutPDF,gpt-4o,P2,0.7,7.0,thread_x90LgmjDb036SZXLZ2p43dZt,run_0rZeNGoXBfDnvM8l76dAtclN,True
TroutPDF,gpt-4o,P2,0.7,8.0,thread_XIAGqAnl6KnTkXxrA0kzPz6V,run_qFKJco736NO4eJ36ezwgtAxl,True
TroutPDF,gpt-4o,P2,0.7,9.0,thread_qO66eb3yls8TFstlS1e2SxV2,run_3ot2dVIOmy1vIh0W7KP30EAT,True
TroutPDF,gpt-4o,P2,0.9,0.0,thread_4BlJwZHrryy0ygVxvmGrt4oQ,run_mo34gETmnQBDlVlXHFWsOAge,True
TroutPDF,gpt-4o,P2,0.9,1.0,thread_NLp4MImxsmqn8OaAtgqAmoPZ,run_o7539B5KA28bCfSk9VE22UU8,True
TroutPDF,gpt-4o,P2,0.9,2.0,thread_7bfuaeN3v2vRsV2ZeQQe49ql,run_iBNn33ekJTljj0n8whaqIYZB,True
TroutPDF,gpt-4o,P2,0.9,3.0,thread_1vpZ4I4qOVN22xDNEMl0E5Ai,run_4QptjWm71b8Lv2fS9ZkBzsuI,True
TroutPDF,gpt-4o,P2,0.9,4.0,thread_nV7bvkCmjR8nkFYzdSrY6bvl,run_gGf1cb8BPn1v5WMphWWeRTAk,True
TroutPDF,gpt-4o,P2,0.9,5.0,thread_qTi5UASMBFPOdA1hAqeJwST9,run_RBQQXCMMzL2LA9saqxVjDbFV,True
TroutPDF,gpt-4o,P2,0.9,6.0,thread_1ldZPRNxLzHF007BUMokQ7OF,run_zyUXWotjwCwU1OnpVf14XVXA,True
TroutPDF,gpt-4o,P2,0.9,7.0,thread_EoWOU2x5W8o0XNmmtxwpXGDR,run_iE2nJCa2MO74hn8r4MixtVRl,True
TroutPDF,gpt-4o,P2,0.9,8.0,thread_SQlpVQnu39YqADdFL9EPgJrz,run_kuVZljBc7Ob4xs6vcDqeI4jK,True
TroutPDF,gpt-4o,P2,0.9,9.0,thread_4I7tR4OkcgavfpU5sg4xyi2O,run_cg6Xd3ZwUcDBAxBICJKZRtoU,True
TroutPDF,gpt-4o,P3,0.1,0.0,thread_fZYxwaoBodRdqMRprTPJGk2T,run_qBEmjA0ZG12NriCO5IsqOaus,True
TroutPDF,gpt-4o,P3,0.1,1.0,thread_EOvrxevgFMnGKnYn5C1dl5gA,run_C1G4Vi57IiZNyHpIQNpTRBX9,True
TroutPDF,gpt-4o,P3,0.1,2.0,thread_Yk6qnOjhtiyuq7FqAa7TVYTB,run_WYjdBHK84C0JTGwCRw3QvMK1,True
TroutPDF,gpt-4o,P3,0.1,3.0,thread_figs9i5GbFwn7N9sPHstdY51,run_FSYZ1Nuyig1HxA01FKNzPSW0,True
TroutPDF,gpt-4o,P3,0.1,4.0,thread_HJc3ecOG0cyyYOmaabKJpBtl,run_DjbKwnOL3Q7J2ayq2cr0uNzL,True
TroutPDF,gpt-4o,P3,0.1,5.0,thread_nQKm146DFd8JLoGzAxp136Fb,run_n6NVRMZ9yCeZLriD5XQ9z3u4,True
TroutPDF,gpt-4o,P3,0.1,6.0,thread_UMrOlc9gcj49v2mOVrMwQURj,run_anpgoB4n2aNcf2cfHLTaDm0z,True
TroutPDF,gpt-4o,P3,0.1,7.0,thread_pQyhb5KHbmhn1IV8NzZFjk6G,run_5eeoHBnTXtdjapUE6mY2DdqW,True
TroutPDF,gpt-4o,P3,0.1,8.0,thread_PtlmzpjIbLcRsxY0lN9XD8Ny,run_AH4fLN5pY2oUWbBfMmxRhKg4,True
